studyID	term	iri
MTBLS775	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS777	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS779	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS780	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS781	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS783	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS784	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS785	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS786	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS787	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS788	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS789	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS791	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS792	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS793	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS794	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS794	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS796	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS796	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS797	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS798	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS799	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS800	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS801	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS802	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS803	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS805	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS806	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS807	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS808	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS809	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS810	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS811	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS812	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS813	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS814	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS815	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS816	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS817	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS819	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS820	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS821	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS822	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS823	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS824	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS825	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS826	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS827	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS828	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS829	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS832	NMR spectroscopy	http://purl.obolibrary.org/obo/OBI_0000623
MTBLS833	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS834	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS835	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS836	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
MTBLS837	mass spectrometry	http://purl.obolibrary.org/obo/OBI_0000470
