MTBLS ID	Study Type	Full name	Classify
MTBLS694	UPLC-QTOF-MS	Ultra Performance Liquid Chromatography Quadrupole Time-Of-Flight MS	LC-MS
MTBLS696	UPLC-LTQ-MS/MS	Ultra Performance Liquid Chromatography Linear Trap Quadrupole Tandem MS	LC-MS
MTBLS698	LC-LTQ-MS	Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS699	GC-TOF-MS	Gas Chromatography Time-Of-Flight MS	GC-MS
MTBLS703	LC-LTQ-MS/MS	Liquid Chromatography Linear Trap Quadrupole Tandem MS	LC-MS
MTBLS706	LC-LTQ-MS	Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS708	LC-LTQ-MS/MS	Liquid Chromatography Linear Trap Quadrupole Tandem MS	LC-MS
MTBLS720	NMR	Nuclear Magnetic Resonance	NMR
MTBLS723	NMR	Nuclear Magnetic Resonance	NMR
MTBLS724	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS737	UPLC-QTOF-MS	Ultra Performance Liquid Chromatography Quadrupole Time-Of-Flight MS	LC-MS
MTBLS750	UPLC-LTQ-MS	Ultra Performance Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS751	HPLC-LTQ-MS	High Performance Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS752	UPLC-TOF-MS	Ultra Performance Liquid Chromatography Time-Of-Flight MS	LC-MS
MTBLS754	UPLC-TOF-MS	Ultra Performance Liquid Chromatography Time-Of-Flight MS	LC-MS
MTBLS756	UPLC-TOF-MS	Ultra Performance Liquid Chromatography Time-Of-Flight MS	LC-MS
MTBLS757	LC-LTQ-MS/MS	Liquid Chromatography Linear Trap Quadrupole Tandem MS	LC-MS
MTBLS761	MAS-NMR	Magic Angle Spinning-Nuclear Magnetic Resonance	NMR
MTBLS762	UPLC-TOF-MS	Ultra Performance Liquid Chromatography Time-Of-Flight MS	LC-MS
MTBLS763	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS763	UPLC-LTQ-MS	Ultra Performance Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS767	GC-TOF-MS	Gas Chromatography Time-Of-Flight MS	GC-MS
MTBLS767	UPLC-QTOF-MS/MS	Ultra Performance Liquid Chromatography Quadrupole Time-Of-Flight Tandem MS	LC-MS
MTBLS769	LMJ-SSP/ESI imaging MS	Liquid Microjunction-Surface Sampling Probe/Electrospray Ionization imaging MS	LC-MS
MTBLS769	MALDI imaging MS	Matrix Assisted Laser Desorption/Ionization imaging MS	Imaging
MTBLS770	UPLC-QTOF-MS/MS	Ultra Performance Liquid Chromatography Quadrupole Time-Of-Flight Tandem MS	LC-MS
MTBLS771	UPLC-TOF-MS	Ultra Performance Liquid Chromatography Time-Of-Flight MS	LC-MS
MTBLS771	UPLC-LTQ-MS	Ultra Performance Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS772	UPLC-TOF-MS	Ultra Performance Liquid Chromatography Time-Of-Flight MS	LC-MS
MTBLS772	UPLC-LTQ-MS	Ultra Performance Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS773	HPLC-LTQ-MS/MS	High Performance Liquid Chromatography Linear Trap Quadrupole Tandem MS	LC-MS
MTBLS775	UPLC-LTQ-MS	Ultra Performance Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS780	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS788	LC-LTQ-MS	Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS789	GC-TOF-MS	Gas Chromatography Time-Of-Flight MS	GC-MS
MTBLS793	LC-LTQ-MS	Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS803	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS821	LC-LTQ-MS	Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS822	LC-LTQ-MS	Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS824	LC-LTQ-MS	Liquid Chromatography Linear Trap Quadrupole MS	LC-MS
MTBLS826	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS836	FIA-LTQ-MS	Flow Injection Analysis Linear Trap Quadrupole MS	Direct Infusion
MTBLS839	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS842	SESI-LTQ-MS	Secondary Electrospray Ionization Mass Spectrometry	LC-MS
MTBLS843	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS844	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS848	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS849	GC-Q-MS	Gas Chromatography Quadrupole MS	GC-MS
MTBLS869	MAS-NMR	Magic Angle Spinning-Nuclear Magnetic Resonance	NMR
